capture_id,quote_id,captured_at,source,source_updated_at,state,sport,event_id,event_name,kickoff_display,book,market_type,selection,line,american_price,quote_status,model_version
interim-il-20260925T1216Z,2373ad9d-643c-42aa-855a-ab02f3f40de3,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076212,Kansas City Chiefs @ Miami Dolphins,SUN 12:01PM CT,FanDuel,moneyline,Miami Dolphins,,+520,open,v3-forward-measurement
interim-il-20260925T1216Z,a25517e6-6e37-44c8-a3a0-a0d425572ca3,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076212,Kansas City Chiefs @ Miami Dolphins,SUN 12:01PM CT,FanDuel,total,Over,45.5,-115,open,v3-forward-measurement
interim-il-20260925T1216Z,a4c9898d-025e-49da-a355-e5662fb86e53,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076212,Kansas City Chiefs @ Miami Dolphins,SUN 12:01PM CT,FanDuel,total,Under,45.5,-105,open,v3-forward-measurement
interim-il-20260925T1216Z,e883c72e-1195-4b77-a34f-0b210bb595bc,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076213,Cincinnati Bengals @ Pittsburgh Steelers,SUN 12:01PM CT,FanDuel,spread,Cincinnati Bengals,-3.5,-108,open,v3-forward-measurement
interim-il-20260925T1216Z,0b2aa07d-7caf-4812-a40a-9df5877a7b4f,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076213,Cincinnati Bengals @ Pittsburgh Steelers,SUN 12:01PM CT,FanDuel,spread,Pittsburgh Steelers,+3.5,-112,open,v3-forward-measurement
interim-il-20260925T1216Z,bf316272-020f-47ad-b508-03187944acd7,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076213,Cincinnati Bengals @ Pittsburgh Steelers,SUN 12:01PM CT,FanDuel,moneyline,Cincinnati Bengals,,-190,open,v3-forward-measurement
interim-il-20260925T1216Z,288f9994-24c7-4140-b0cc-2a1dd92c6d9a,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076213,Cincinnati Bengals @ Pittsburgh Steelers,SUN 12:01PM CT,FanDuel,moneyline,Pittsburgh Steelers,,+160,open,v3-forward-measurement
interim-il-20260925T1216Z,cf741188-3607-45d0-8ae8-57cb2cf161a4,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076213,Cincinnati Bengals @ Pittsburgh Steelers,SUN 12:01PM CT,FanDuel,total,Over,42.5,-115,open,v3-forward-measurement
interim-il-20260925T1216Z,f4d91fe8-332c-40ad-b8ad-d50b9797c8c9,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076213,Cincinnati Bengals @ Pittsburgh Steelers,SUN 12:01PM CT,FanDuel,total,Under,42.5,-105,open,v3-forward-measurement
interim-il-20260925T1216Z,a24433c7-8f92-4b4a-9ed0-75a92b780f1a,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076214,Seattle Seahawks @ Washington Commanders,SUN 12:01PM CT,FanDuel,spread,Seattle Seahawks,-7.5,-105,open,v3-forward-measurement
interim-il-20260925T1216Z,895106fa-8d91-4b8a-a408-633ce094a8a2,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076214,Seattle Seahawks @ Washington Commanders,SUN 12:01PM CT,FanDuel,spread,Washington Commanders,+7.5,-115,open,v3-forward-measurement
interim-il-20260925T1216Z,8a2c3b07-0c56-4ad1-ac44-c3b64215d32f,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076214,Seattle Seahawks @ Washington Commanders,SUN 12:01PM CT,FanDuel,moneyline,Seattle Seahawks,,-390,open,v3-forward-measurement
interim-il-20260925T1216Z,548af953-5a8c-4b62-9df4-29ea6ff55a26,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076214,Seattle Seahawks @ Washington Commanders,SUN 12:01PM CT,FanDuel,moneyline,Washington Commanders,,+310,open,v3-forward-measurement
interim-il-20260925T1216Z,1cb43606-11db-4025-9d9a-dea3ed7d944c,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076214,Seattle Seahawks @ Washington Commanders,SUN 12:01PM CT,FanDuel,total,Over,40.5,-108,open,v3-forward-measurement
interim-il-20260925T1216Z,ce32c772-7d23-4b98-9330-4103a3c6fa5a,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076214,Seattle Seahawks @ Washington Commanders,SUN 12:01PM CT,FanDuel,total,Under,40.5,-112,open,v3-forward-measurement
interim-il-20260925T1216Z,7bc6d7ac-9e02-4f95-a87a-477c9f039d3a,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076215,Tennessee Titans @ New York Giants,SUN 12:01PM CT,FanDuel,spread,Tennessee Titans,+2.5,-110,open,v3-forward-measurement
interim-il-20260925T1216Z,a71d2dbc-95a2-4058-97dc-548066723e06,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076215,Tennessee Titans @ New York Giants,SUN 12:01PM CT,FanDuel,spread,New York Giants,-2.5,-110,open,v3-forward-measurement
interim-il-20260925T1216Z,20495ccf-60a6-409c-a45a-56b62bd528d1,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076215,Tennessee Titans @ New York Giants,SUN 12:01PM CT,FanDuel,moneyline,Tennessee Titans,,+116,open,v3-forward-measurement
interim-il-20260925T1216Z,c590b6dd-ab6b-419f-a344-67800750fc45,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076215,Tennessee Titans @ New York Giants,SUN 12:01PM CT,FanDuel,moneyline,New York Giants,,-136,open,v3-forward-measurement
interim-il-20260925T1216Z,ebfa2300-b016-4a07-89c9-78d8e4623154,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076215,Tennessee Titans @ New York Giants,SUN 12:01PM CT,FanDuel,total,Over,38.5,-106,open,v3-forward-measurement
interim-il-20260925T1216Z,d5ab832d-1b16-4dec-92d6-e8e48f846147,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076215,Tennessee Titans @ New York Giants,SUN 12:01PM CT,FanDuel,total,Under,38.5,-114,open,v3-forward-measurement
interim-il-20260925T1216Z,16a48e67-02bd-4010-b6ce-9706b0a86aff,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076217,Arizona Cardinals @ San Francisco 49ers,SUN 3:06PM CT,FanDuel,spread,Arizona Cardinals,+8.5,-105,open,v3-forward-measurement
interim-il-20260925T1216Z,12e82f66-ec07-48a2-a5aa-d9aa99743801,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076217,Arizona Cardinals @ San Francisco 49ers,SUN 3:06PM CT,FanDuel,spread,San Francisco 49ers,-8.5,-115,open,v3-forward-measurement
interim-il-20260925T1216Z,14117665-8817-472a-a29b-67aab5e322e9,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076217,Arizona Cardinals @ San Francisco 49ers,SUN 3:06PM CT,FanDuel,moneyline,Arizona Cardinals,,+380,open,v3-forward-measurement
interim-il-20260925T1216Z,8392f9d8-eb77-4790-94a8-bedb5fd370a0,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076217,Arizona Cardinals @ San Francisco 49ers,SUN 3:06PM CT,FanDuel,moneyline,San Francisco 49ers,,-490,open,v3-forward-measurement
interim-il-20260925T1216Z,a5f11e20-8d2c-44fe-89ea-ebaeea284553,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076217,Arizona Cardinals @ San Francisco 49ers,SUN 3:06PM CT,FanDuel,total,Over,47.5,-115,open,v3-forward-measurement
interim-il-20260925T1216Z,8f88750f-7f1e-4e10-80e3-ea907c9a6fa3,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076217,Arizona Cardinals @ San Francisco 49ers,SUN 3:06PM CT,FanDuel,total,Under,47.5,-105,open,v3-forward-measurement
interim-il-20260925T1216Z,2fa22656-17e7-4edd-8969-69e1bff838d1,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076218,Minnesota Vikings @ Tampa Bay Buccaneers,SUN 3:06PM CT,FanDuel,spread,Minnesota Vikings,-1.5,-110,open,v3-forward-measurement
interim-il-20260925T1216Z,a044b2f0-8b30-429c-a13c-56db50babb99,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076218,Minnesota Vikings @ Tampa Bay Buccaneers,SUN 3:06PM CT,FanDuel,spread,Tampa Bay Buccaneers,+1.5,-110,open,v3-forward-measurement
interim-il-20260925T1216Z,559c4cbd-4972-4a4b-b4d4-b27d37e66a89,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076218,Minnesota Vikings @ Tampa Bay Buccaneers,SUN 3:06PM CT,FanDuel,moneyline,Minnesota Vikings,,-124,open,v3-forward-measurement
interim-il-20260925T1216Z,0dbe7a71-f028-4bae-80fc-105be6138de0,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076218,Minnesota Vikings @ Tampa Bay Buccaneers,SUN 3:06PM CT,FanDuel,moneyline,Tampa Bay Buccaneers,,+106,open,v3-forward-measurement
interim-il-20260925T1216Z,fa092c05-36b3-4b0b-b4a7-e8c042f9928e,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076218,Minnesota Vikings @ Tampa Bay Buccaneers,SUN 3:06PM CT,FanDuel,total,Over,42.5,-115,open,v3-forward-measurement
interim-il-20260925T1216Z,87baf83b-51ea-4e01-87df-e2e885338c4d,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076218,Minnesota Vikings @ Tampa Bay Buccaneers,SUN 3:06PM CT,FanDuel,total,Under,42.5,-105,open,v3-forward-measurement
interim-il-20260925T1216Z,d676a4b8-ae72-4ec1-90b4-988858b1f02f,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,SUN 3:25PM CT,FanDuel,spread,Baltimore Ravens,-3.5,-102,open,v3-forward-measurement
interim-il-20260925T1216Z,4e80b2e6-d6cc-47d2-9493-cfbd227c9ac8,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,SUN 3:25PM CT,FanDuel,spread,Dallas Cowboys,+3.5,-120,open,v3-forward-measurement
interim-il-20260925T1216Z,f471a82d-b784-4a53-8e5f-fbc93cde7540,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,SUN 3:25PM CT,FanDuel,moneyline,Baltimore Ravens,,-178,open,v3-forward-measurement
interim-il-20260925T1216Z,3db71f8c-b646-43fa-a52b-9f22b0d84065,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,SUN 3:25PM CT,FanDuel,moneyline,Dallas Cowboys,,+150,open,v3-forward-measurement
interim-il-20260925T1216Z,7018c341-6eef-41a1-aac3-ad9e89b22b5b,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,SUN 3:25PM CT,FanDuel,total,Over,52.5,-114,open,v3-forward-measurement
interim-il-20260925T1216Z,16a06eb4-477e-4ac9-95e0-5c991c049534,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,35601592,Baltimore Ravens @ Dallas Cowboys,SUN 3:25PM CT,FanDuel,total,Under,52.5,-106,open,v3-forward-measurement
interim-il-20260925T1216Z,8d3b1a2d-5fae-410e-802a-b789bbb323a4,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,SUN 3:25PM CT,FanDuel,spread,Las Vegas Raiders,+3,-105,open,v3-forward-measurement
interim-il-20260925T1216Z,ed77a133-9cfa-4d93-b4f8-f9d6e40d959f,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,SUN 3:25PM CT,FanDuel,spread,New Orleans Saints,-3,-115,open,v3-forward-measurement
interim-il-20260925T1216Z,358253df-a18b-4cf6-895e-1e93c8229cef,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,SUN 3:25PM CT,FanDuel,moneyline,Las Vegas Raiders,,+146,open,v3-forward-measurement
interim-il-20260925T1216Z,55c5fcbb-ba7d-47fd-be53-39529bf8ddf4,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,SUN 3:25PM CT,FanDuel,moneyline,New Orleans Saints,,-174,open,v3-forward-measurement
interim-il-20260925T1216Z,09d20199-9252-4b70-8c94-f6d6fb8124c4,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,SUN 3:25PM CT,FanDuel,total,Over,43.5,-115,open,v3-forward-measurement
interim-il-20260925T1216Z,25743ab8-a3ad-43fa-9482-5cb52438b8e8,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36070615,Las Vegas Raiders @ New Orleans Saints,SUN 3:25PM CT,FanDuel,total,Under,43.5,-105,open,v3-forward-measurement
interim-il-20260925T1216Z,ede8677b-f74d-4b12-be10-b641a4b24678,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076216,Los Angeles Rams @ Denver Broncos,SUN 7:21PM CT,FanDuel,spread,Los Angeles Rams,-2.5,-110,open,v3-forward-measurement
interim-il-20260925T1216Z,53acda21-8a11-4f24-b93e-564f7b458eed,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076216,Los Angeles Rams @ Denver Broncos,SUN 7:21PM CT,FanDuel,spread,Denver Broncos,+2.5,-110,open,v3-forward-measurement
interim-il-20260925T1216Z,c8bfe959-9a74-4b3b-aa3c-7d66479c11f9,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076216,Los Angeles Rams @ Denver Broncos,SUN 7:21PM CT,FanDuel,moneyline,Los Angeles Rams,,-134,open,v3-forward-measurement
interim-il-20260925T1216Z,0cc0c72a-f654-41af-a41e-10ce5cf62bab,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076216,Los Angeles Rams @ Denver Broncos,SUN 7:21PM CT,FanDuel,moneyline,Denver Broncos,,+114,open,v3-forward-measurement
interim-il-20260925T1216Z,99dde4be-3a19-4d5f-b112-73b75408d3b1,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076216,Los Angeles Rams @ Denver Broncos,SUN 7:21PM CT,FanDuel,total,Over,44.5,-110,open,v3-forward-measurement
interim-il-20260925T1216Z,58b21151-979a-47bf-8145-e2610a9e7d83,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076216,Los Angeles Rams @ Denver Broncos,SUN 7:21PM CT,FanDuel,total,Under,44.5,-110,open,v3-forward-measurement
interim-il-20260925T1216Z,f69daf26-9c0d-46e1-aa95-568844091607,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076219,Philadelphia Eagles @ Chicago Bears,MON 7:16PM CT,FanDuel,spread,Philadelphia Eagles,-4.5,-115,open,v3-forward-measurement
interim-il-20260925T1216Z,c54ffd41-f1cd-4d8f-968a-39fb7002bfee,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076219,Philadelphia Eagles @ Chicago Bears,MON 7:16PM CT,FanDuel,spread,Chicago Bears,+4.5,-105,open,v3-forward-measurement
interim-il-20260925T1216Z,1bdc4cd1-d025-409c-b22f-655218a1671d,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076219,Philadelphia Eagles @ Chicago Bears,MON 7:16PM CT,FanDuel,moneyline,Philadelphia Eagles,,-235,open,v3-forward-measurement
interim-il-20260925T1216Z,94aa5158-3ed8-4272-aaf7-29863fe19e45,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076219,Philadelphia Eagles @ Chicago Bears,MON 7:16PM CT,FanDuel,moneyline,Chicago Bears,,+194,open,v3-forward-measurement
interim-il-20260925T1216Z,89edb3e9-7048-49a2-8179-4ba610bb3c42,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076219,Philadelphia Eagles @ Chicago Bears,MON 7:16PM CT,FanDuel,total,Over,41.5,-108,open,v3-forward-measurement
interim-il-20260925T1216Z,a167160a-8540-4f7f-810b-44fdd473f055,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36076219,Philadelphia Eagles @ Chicago Bears,MON 7:16PM CT,FanDuel,total,Under,41.5,-112,open,v3-forward-measurement
interim-il-20260925T1216Z,a74930cb-faef-4285-ad72-b011dbffaf21,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36104915,Pittsburgh Steelers @ Cleveland Browns,THU 7:16PM CT,FanDuel,spread,Pittsburgh Steelers,-2.5,-110,open,v3-forward-measurement
interim-il-20260925T1216Z,cf13d9f7-7205-442b-80a5-74686773c0cd,2026-09-25T12:16:58Z,FanDuel rendered sportsbook page,,IL,NFL,36104915,Pittsburgh Steelers @ Cleveland Browns,THU 7:16PM CT,FanDuel,spread,Cleveland Browns,+2.5,-110,open,v3-forward-measurement
