team,season,role,name,source
SF,2019,oc,Kyle Shanahan,pfr-derived (jchernak96/NFL_Coordinator_Data)
SF,2019,dc,Robert Saleh,pfr-derived (jchernak96/NFL_Coordinator_Data)
SF,2020,oc,Kyle Shanahan,pfr-derived (jchernak96/NFL_Coordinator_Data)
SF,2020,dc,Robert Saleh,pfr-derived (jchernak96/NFL_Coordinator_Data)
SF,2021,oc,Mike McDaniel,pfr-derived (jchernak96/NFL_Coordinator_Data)
SF,2021,dc,DeMeco Ryans,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2006,oc,Bill Muir,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2006,dc,Monte Kiffin,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2007,oc,Bill Muir,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2007,dc,Monte Kiffin,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2008,oc,Bill Muir,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2008,dc,Monte Kiffin,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2009,oc,Greg Olson,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2009,dc,"Jim Bates, Raheem Morris",pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2010,oc,Greg Olson,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2010,dc,Raheem Morris,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2011,oc,Greg Olson,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2011,dc,Keith Millard,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2012,oc,Mike Sullivan,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2012,dc,Bill Sheridan,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2013,oc,Mike Sullivan,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2013,dc,Bill Sheridan,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2014,oc,Jeff Tedford,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2014,dc,Leslie Frazier,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2015,oc,Dirk Koetter,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2015,dc,Leslie Frazier,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2016,oc,Todd Monken,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2016,dc,Mike Smith,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2017,oc,Todd Monken,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2017,dc,Mike Smith,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2018,oc,Todd Monken,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2018,dc,"Mark Duffner, Mike Smith",pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2019,oc,Byron Leftwich,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2019,dc,Todd Bowles,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2020,oc,Byron Leftwich,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2020,dc,Todd Bowles,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2021,oc,Byron Leftwich,pfr-derived (jchernak96/NFL_Coordinator_Data)
TB,2021,dc,Todd Bowles,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2006,oc,Norm Chow,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2006,dc,Jim Schwartz,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2007,oc,Norm Chow,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2007,dc,Jim Schwartz,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2008,oc,Mike Heimerdinger,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2008,dc,Jim Schwartz,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2009,oc,Mike Heimerdinger,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2009,dc,Chuck Cecil,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2010,oc,Mike Heimerdinger,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2010,dc,Chuck Cecil,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2011,oc,Chris Palmer,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2011,dc,Jerry Gray,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2012,oc,Chris Palmer,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2012,dc,Jerry Gray,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2013,oc,Dowell Loggains,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2013,dc,Jerry Gray,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2014,oc,Jason Michael,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2014,dc,Ray Horton,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2015,oc,Jason Michael,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2015,dc,Ray Horton,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2016,oc,Terry Robiskie,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2016,dc,Dick LeBeau,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2017,oc,Terry Robiskie,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2017,dc,Dick LeBeau,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2018,oc,Matt LaFleur,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2018,dc,Dean Pees,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2019,oc,Arthur Smith,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2019,dc,Dean Pees,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2020,oc,Arthur Smith,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2020,dc,Mike Vrabel,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2021,oc,Todd Downing,pfr-derived (jchernak96/NFL_Coordinator_Data)
TEN,2021,dc,Shane Bowen,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2006,oc,"Don Breaux, Al Saunders",pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2006,dc,Gregg Williams,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2007,oc,"Don Breaux, Al Saunders",pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2007,dc,Gregg Williams,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2008,oc,Sherman Smith,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2008,dc,Greg Blache,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2009,oc,Sherman Smith,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2009,dc,Greg Blache,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2010,oc,Kyle Shanahan,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2010,dc,Jim Haslett,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2011,oc,Kyle Shanahan,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2011,dc,Jim Haslett,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2012,oc,Kyle Shanahan,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2012,dc,Jim Haslett,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2013,oc,Kyle Shanahan,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2013,dc,Jim Haslett,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2014,oc,Sean McVay,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2014,dc,Jim Haslett,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2015,oc,Sean McVay,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2015,dc,Joe Barry,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2016,oc,Sean McVay,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2016,dc,Joe Barry,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2017,oc,Matt Cavanaugh,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2017,dc,Greg Manusky,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2018,oc,Matt Cavanaugh,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2018,dc,Greg Manusky,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2019,oc,Kevin O'Connell,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2019,dc,Greg Manusky,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2020,oc,Scott Turner,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2020,dc,Jack Del Rio,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2021,oc,Scott Turner,pfr-derived (jchernak96/NFL_Coordinator_Data)
WAS,2021,dc,Jack Del Rio,pfr-derived (jchernak96/NFL_Coordinator_Data)
ARI,2022,dc,Vance Joseph,wikipedia team-season page
ARI,2022,hc,Kliff Kingsbury,wikipedia team-season page
ARI,2023,oc,Drew Petzing,wikipedia team-season page
ARI,2023,dc,Nick Rallis,wikipedia team-season page
ARI,2023,hc,Jonathan Gannon,wikipedia team-season page
ARI,2024,oc,Drew Petzing,wikipedia team-season page
ARI,2024,dc,Nick Rallis,wikipedia team-season page
ARI,2024,hc,Jonathan Gannon,wikipedia team-season page
ARI,2025,oc,Drew Petzing,wikipedia team-season page
ARI,2025,dc,Nick Rallis,wikipedia team-season page
ARI,2025,hc,Jonathan Gannon,wikipedia team-season page
ATL,2022,oc,Dave Ragone,wikipedia team-season page
ATL,2022,dc,Dean Pees,wikipedia team-season page
ATL,2022,hc,Arthur Smith,wikipedia team-season page
ATL,2023,oc,Dave Ragone,wikipedia team-season page
ATL,2023,dc,Ryan Nielsen,wikipedia team-season page
ATL,2023,hc,Arthur Smith,wikipedia team-season page
ATL,2024,oc,Zac Robinson,wikipedia team-season page
ATL,2024,dc,Jimmy Lake,wikipedia team-season page
ATL,2024,hc,Raheem Morris,wikipedia team-season page
ATL,2025,oc,Zac Robinson,wikipedia team-season page
ATL,2025,dc,Jeff Ulbrich,wikipedia team-season page
ATL,2025,hc,Raheem Morris,wikipedia team-season page
BAL,2022,oc,Greg Roman,wikipedia team-season page
BAL,2022,dc,Mike Macdonald,wikipedia team-season page
BAL,2022,hc,John Harbaugh,wikipedia team-season page
BAL,2023,oc,Todd Monken,wikipedia team-season page
BAL,2023,dc,Mike Macdonald,wikipedia team-season page
BAL,2023,hc,John Harbaugh,wikipedia team-season page
BAL,2024,oc,Todd Monken,wikipedia team-season page
BAL,2024,dc,Zach Orr,wikipedia team-season page
BAL,2024,hc,John Harbaugh,wikipedia team-season page
BAL,2025,oc,Todd Monken,wikipedia team-season page
BAL,2025,dc,Zach Orr,wikipedia team-season page
BAL,2025,hc,John Harbaugh,wikipedia team-season page
BUF,2022,oc,Ken Dorsey,wikipedia team-season page
BUF,2022,dc,Leslie Frazier,wikipedia team-season page
BUF,2022,hc,Sean McDermott,wikipedia team-season page
BUF,2023,oc,"Joe Brady, Ken Dorsey",wikipedia team-season page
BUF,2023,hc,Sean McDermott,wikipedia team-season page
BUF,2024,oc,Joe Brady,wikipedia team-season page
BUF,2024,dc,Bobby Babich,wikipedia team-season page
BUF,2024,hc,Sean McDermott,wikipedia team-season page
BUF,2025,oc,Joe Brady,wikipedia team-season page
BUF,2025,dc,Bobby Babich,wikipedia team-season page
BUF,2025,hc,Sean McDermott,wikipedia team-season page
CAR,2022,oc,Ben McAdoo,wikipedia team-season page
CAR,2022,dc,"Al Holcomb, Phil Snow",wikipedia team-season page
CAR,2022,hc,Matt Rhule,wikipedia team-season page
CAR,2023,oc,Thomas Brown,wikipedia team-season page
CAR,2023,dc,Ejiro Evero,wikipedia team-season page
CAR,2023,hc,Frank Reich; fired on November 27,wikipedia team-season page
CAR,2024,oc,Brad Idzik,wikipedia team-season page
CAR,2024,dc,Ejiro Evero,wikipedia team-season page
CAR,2024,hc,Dave Canales,wikipedia team-season page
CAR,2025,oc,Brad Idzik,wikipedia team-season page
CAR,2025,dc,Ejiro Evero,wikipedia team-season page
CAR,2025,hc,Dave Canales,wikipedia team-season page
CHI,2022,oc,Luke Getsy,wikipedia team-season page
CHI,2022,dc,Alan Williams,wikipedia team-season page
CHI,2022,hc,Matt Eberflus,wikipedia team-season page
CHI,2023,oc,Luke Getsy,wikipedia team-season page
CHI,2023,dc,Alan Williams,wikipedia team-season page
CHI,2023,hc,Matt Eberflus,wikipedia team-season page
CHI,2024,oc,Shane Waldron,wikipedia team-season page
CHI,2024,dc,Eric Washington,wikipedia team-season page
CHI,2024,hc,Matt Eberflus,wikipedia team-season page
CHI,2025,oc,Declan Doyle,wikipedia team-season page
CHI,2025,dc,Dennis Allen,wikipedia team-season page
CHI,2025,hc,Ben Johnson,wikipedia team-season page
CIN,2022,oc,Brian Callahan,wikipedia team-season page
CIN,2022,dc,Lou Anarumo,wikipedia team-season page
CIN,2022,hc,Zac Taylor,wikipedia team-season page
CIN,2023,oc,Brian Callahan,wikipedia team-season page
CIN,2023,dc,Lou Anarumo,wikipedia team-season page
CIN,2023,hc,Zac Taylor,wikipedia team-season page
CIN,2024,oc,Dan Pitcher,wikipedia team-season page
CIN,2024,dc,Lou Anarumo,wikipedia team-season page
CIN,2024,hc,Zac Taylor,wikipedia team-season page
CIN,2025,oc,Dan Pitcher,wikipedia team-season page
CIN,2025,dc,Al Golden,wikipedia team-season page
CIN,2025,hc,Zac Taylor,wikipedia team-season page
CLE,2022,oc,Alex Van Pelt,wikipedia team-season page
CLE,2022,dc,Joe Woods,wikipedia team-season page
CLE,2022,hc,Kevin Stefanski,wikipedia team-season page
CLE,2023,oc,Alex Van Pelt,wikipedia team-season page
CLE,2023,dc,Jim Schwartz,wikipedia team-season page
CLE,2023,hc,Kevin Stefanski,wikipedia team-season page
CLE,2024,oc,Ken Dorsey,wikipedia team-season page
CLE,2024,dc,Jim Schwartz,wikipedia team-season page
CLE,2024,hc,Kevin Stefanski,wikipedia team-season page
CLE,2025,oc,Tommy Rees,wikipedia team-season page
CLE,2025,dc,Jim Schwartz,wikipedia team-season page
CLE,2025,hc,Kevin Stefanski,wikipedia team-season page
DAL,2022,oc,Kellen Moore,wikipedia team-season page
DAL,2022,dc,Dan Quinn,wikipedia team-season page
DAL,2022,hc,Mike McCarthy,wikipedia team-season page
DAL,2023,oc,Brian Schottenheimer,wikipedia team-season page
DAL,2023,dc,Dan Quinn,wikipedia team-season page
DAL,2023,hc,Mike McCarthy,wikipedia team-season page
DAL,2024,oc,Brian Schottenheimer,wikipedia team-season page
DAL,2024,dc,Mike Zimmer,wikipedia team-season page
DAL,2024,hc,Mike McCarthy,wikipedia team-season page
DAL,2025,oc,Klayton Adams,wikipedia team-season page
DAL,2025,dc,Matt Eberflus,wikipedia team-season page
DAL,2025,hc,Brian Schottenheimer,wikipedia team-season page
DEN,2022,oc,Justin Outten,wikipedia team-season page
DEN,2022,dc,Ejiro Evero,wikipedia team-season page
DEN,2022,hc,Nathaniel Hackett,wikipedia team-season page
DEN,2023,oc,Joe Lombardi,wikipedia team-season page
DEN,2023,dc,Vance Joseph,wikipedia team-season page
DEN,2023,hc,Sean Payton,wikipedia team-season page
DEN,2024,oc,Joe Lombardi,wikipedia team-season page
DEN,2024,dc,Vance Joseph,wikipedia team-season page
DEN,2024,hc,Sean Payton,wikipedia team-season page
DEN,2025,oc,Joe Lombardi,wikipedia team-season page
DEN,2025,dc,Vance Joseph,wikipedia team-season page
DEN,2025,hc,Sean Payton,wikipedia team-season page
DET,2022,oc,Ben Johnson,wikipedia team-season page
DET,2022,dc,Aaron Glenn,wikipedia team-season page
DET,2022,hc,Dan Campbell,wikipedia team-season page
DET,2023,oc,Ben Johnson,wikipedia team-season page
DET,2023,dc,Aaron Glenn,wikipedia team-season page
DET,2023,hc,Dan Campbell,wikipedia team-season page
DET,2024,oc,Ben Johnson,wikipedia team-season page
DET,2024,dc,Aaron Glenn,wikipedia team-season page
DET,2024,hc,Dan Campbell,wikipedia team-season page
DET,2025,oc,John Morton,wikipedia team-season page
DET,2025,dc,Kelvin Sheppard,wikipedia team-season page
DET,2025,hc,Dan Campbell,wikipedia team-season page
GB,2022,oc,Adam Stenavich,wikipedia team-season page
GB,2022,dc,Joe Barry,wikipedia team-season page
GB,2022,hc,Matt LaFleur,wikipedia team-season page
GB,2023,oc,Adam Stenavich,wikipedia team-season page
GB,2023,dc,Joe Barry,wikipedia team-season page
GB,2023,hc,Matt LaFleur,wikipedia team-season page
GB,2024,oc,Adam Stenavich,wikipedia team-season page
GB,2024,dc,Jeff Hafley,wikipedia team-season page
GB,2024,hc,Matt LaFleur,wikipedia team-season page
GB,2025,oc,Adam Stenavich,wikipedia team-season page
GB,2025,hc,Matt LaFleur,wikipedia team-season page
HOU,2022,oc,Pep Hamilton,wikipedia team-season page
HOU,2022,hc,Lovie Smith,wikipedia team-season page
HOU,2023,oc,Bobby Slowik,wikipedia team-season page
HOU,2023,dc,Matt Burke,wikipedia team-season page
HOU,2023,hc,DeMeco Ryans,wikipedia team-season page
HOU,2024,oc,Bobby Slowik,wikipedia team-season page
HOU,2024,dc,Matt Burke,wikipedia team-season page
HOU,2024,hc,DeMeco Ryans,wikipedia team-season page
HOU,2025,oc,Nick Caley,wikipedia team-season page
HOU,2025,dc,Matt Burke,wikipedia team-season page
HOU,2025,hc,DeMeco Ryans,wikipedia team-season page
IND,2022,oc,Marcus Brady,wikipedia team-season page
IND,2022,dc,Gus Bradley,wikipedia team-season page
IND,2022,hc,Jeff Saturday,wikipedia team-season page
IND,2023,oc,Jim Bob Cooter,wikipedia team-season page
IND,2023,dc,Gus Bradley,wikipedia team-season page
IND,2023,hc,Shane Steichen,wikipedia team-season page
IND,2024,oc,Jim Bob Cooter,wikipedia team-season page
IND,2024,dc,Gus Bradley,wikipedia team-season page
IND,2024,hc,Shane Steichen,wikipedia team-season page
IND,2025,oc,Jim Bob Cooter,wikipedia team-season page
IND,2025,dc,Lou Anarumo,wikipedia team-season page
IND,2025,hc,Shane Steichen,wikipedia team-season page
JAX,2022,oc,Press Taylor,wikipedia team-season page
JAX,2022,dc,Mike Caldwell,wikipedia team-season page
JAX,2022,hc,Doug Pederson,wikipedia team-season page
JAX,2023,oc,Press Taylor,wikipedia team-season page
JAX,2023,dc,Mike Caldwell,wikipedia team-season page
JAX,2023,hc,Doug Pederson,wikipedia team-season page
JAX,2024,oc,Press Taylor,wikipedia team-season page
JAX,2024,dc,Ryan Nielsen,wikipedia team-season page
JAX,2024,hc,Doug Pederson,wikipedia team-season page
JAX,2025,oc,Grant Udinski,wikipedia team-season page
JAX,2025,dc,Anthony Campanile,wikipedia team-season page
JAX,2025,hc,Liam Coen,wikipedia team-season page
KC,2022,oc,Eric Bieniemy,wikipedia team-season page
KC,2022,dc,Steve Spagnuolo,wikipedia team-season page
KC,2022,hc,Andy Reid,wikipedia team-season page
KC,2023,oc,Matt Nagy,wikipedia team-season page
KC,2023,dc,Steve Spagnuolo,wikipedia team-season page
KC,2023,hc,Andy Reid,wikipedia team-season page
KC,2024,oc,Matt Nagy,wikipedia team-season page
KC,2024,dc,Steve Spagnuolo,wikipedia team-season page
KC,2024,hc,Andy Reid,wikipedia team-season page
KC,2025,oc,Matt Nagy,wikipedia team-season page
KC,2025,dc,Steve Spagnuolo,wikipedia team-season page
KC,2025,hc,Andy Reid,wikipedia team-season page
LAC,2022,oc,Joe Lombardi,wikipedia team-season page
LAC,2022,dc,Renaldo Hill,wikipedia team-season page
LAC,2022,hc,Brandon Staley,wikipedia team-season page
LAC,2023,oc,Kellen Moore,wikipedia team-season page
LAC,2023,dc,Derrick Ansley,wikipedia team-season page
LAC,2023,hc,Brandon Staley,wikipedia team-season page
LAC,2024,oc,Greg Roman,wikipedia team-season page
LAC,2024,dc,Jesse Minter,wikipedia team-season page
LAC,2024,hc,Jim Harbaugh,wikipedia team-season page
LAC,2025,oc,Greg Roman,wikipedia team-season page
LAC,2025,dc,Jesse Minter,wikipedia team-season page
LAC,2025,hc,Jim Harbaugh,wikipedia team-season page
LA,2022,oc,Liam Coen,wikipedia team-season page
LA,2022,dc,Raheem Morris,wikipedia team-season page
LA,2022,hc,Sean McVay,wikipedia team-season page
LA,2023,oc,Mike LaFleur,wikipedia team-season page
LA,2023,dc,Raheem Morris,wikipedia team-season page
LA,2023,hc,Sean McVay,wikipedia team-season page
LA,2024,oc,Mike LaFleur,wikipedia team-season page
LA,2024,dc,Chris Shula,wikipedia team-season page
LA,2024,hc,Sean McVay,wikipedia team-season page
LA,2025,oc,Mike LaFleur,wikipedia team-season page
LA,2025,dc,Chris Shula,wikipedia team-season page
LA,2025,hc,Sean McVay,wikipedia team-season page
LV,2022,oc,Mick Lombardi,wikipedia team-season page
LV,2022,dc,Patrick Graham,wikipedia team-season page
LV,2022,hc,Josh McDaniels,wikipedia team-season page
LV,2023,oc,Mick Lombardi,wikipedia team-season page
LV,2023,dc,Patrick Graham,wikipedia team-season page
LV,2023,hc,Josh McDaniels,wikipedia team-season page
LV,2024,oc,Luke Getsy,wikipedia team-season page
LV,2024,dc,Patrick Graham,wikipedia team-season page
LV,2024,hc,Antonio Pierce,wikipedia team-season page
LV,2025,oc,"Chip Kelly, Greg Olson",wikipedia team-season page
LV,2025,dc,Patrick Graham,wikipedia team-season page
LV,2025,hc,Pete Carroll,wikipedia team-season page
MIA,2022,oc,Frank Smith,wikipedia team-season page
MIA,2022,dc,Vic Fangio,wikipedia team-season page
MIA,2022,hc,Mike McDaniel,wikipedia team-season page
MIA,2023,oc,Frank Smith,wikipedia team-season page
MIA,2023,dc,Vic Fangio,wikipedia team-season page
MIA,2023,hc,Mike McDaniel,wikipedia team-season page
MIA,2024,oc,Frank Smith,wikipedia team-season page
MIA,2024,dc,Anthony Weaver,wikipedia team-season page
MIA,2024,hc,Mike McDaniel,wikipedia team-season page
MIA,2025,oc,Frank Smith,wikipedia team-season page
MIA,2025,dc,Anthony Weaver,wikipedia team-season page
MIA,2025,hc,Mike McDaniel,wikipedia team-season page
MIN,2022,oc,Wes Phillips,wikipedia team-season page
MIN,2022,dc,Ed Donatell,wikipedia team-season page
MIN,2022,hc,Kevin O'Connell,wikipedia team-season page
MIN,2023,oc,Wes Phillips,wikipedia team-season page
MIN,2023,dc,Brian Flores,wikipedia team-season page
MIN,2023,hc,Kevin O'Connell,wikipedia team-season page
MIN,2024,oc,Wes Phillips,wikipedia team-season page
MIN,2024,dc,Brian Flores,wikipedia team-season page
MIN,2024,hc,Kevin O'Connell,wikipedia team-season page
MIN,2025,oc,Wes Phillips,wikipedia team-season page
MIN,2025,dc,Brian Flores,wikipedia team-season page
MIN,2025,hc,Kevin O'Connell,wikipedia team-season page
NE,2022,hc,Bill Belichick,wikipedia team-season page
NE,2023,oc,Bill O'Brien,wikipedia team-season page
NE,2023,hc,Bill Belichick,wikipedia team-season page
NE,2024,oc,Alex Van Pelt,wikipedia team-season page
NE,2024,dc,DeMarcus Covington,wikipedia team-season page
NE,2024,hc,Jerod Mayo,wikipedia team-season page
NE,2025,oc,Josh McDaniels,wikipedia team-season page
NE,2025,dc,Terrell Williams,wikipedia team-season page
NE,2025,hc,Mike Vrabel,wikipedia team-season page
NO,2022,oc,Pete Carmichael Jr.,wikipedia team-season page
NO,2022,dc,Ryan Nielsen and Kris Richard,wikipedia team-season page
NO,2022,hc,Dennis Allen,wikipedia team-season page
NO,2023,oc,Pete Carmichael,wikipedia team-season page
NO,2023,dc,Joe Woods,wikipedia team-season page
NO,2023,hc,Dennis Allen,wikipedia team-season page
NO,2024,oc,Klint Kubiak,wikipedia team-season page
NO,2024,dc,Joe Woods,wikipedia team-season page
NO,2024,hc,Dennis Allen,wikipedia team-season page
NO,2025,oc,Doug Nussmeier,wikipedia team-season page
NO,2025,dc,Brandon Staley,wikipedia team-season page
NO,2025,hc,Kellen Moore,wikipedia team-season page
NYG,2022,oc,Mike Kafka,wikipedia team-season page
NYG,2022,dc,Don Martindale,wikipedia team-season page
NYG,2022,hc,Brian Daboll,wikipedia team-season page
NYG,2023,oc,Mike Kafka,wikipedia team-season page
NYG,2023,dc,Don Martindale,wikipedia team-season page
NYG,2023,hc,Brian Daboll,wikipedia team-season page
NYG,2024,oc,Mike Kafka,wikipedia team-season page
NYG,2024,dc,Shane Bowen,wikipedia team-season page
NYG,2024,hc,Brian Daboll,wikipedia team-season page
NYG,2025,oc,Mike Kafka,wikipedia team-season page
NYG,2025,dc,"Shane Bowen, Charlie Bullen",wikipedia team-season page
NYG,2025,hc,Brian Daboll,wikipedia team-season page
NYJ,2022,oc,Mike LaFleur,wikipedia team-season page
NYJ,2022,dc,Jeff Ulbrich,wikipedia team-season page
NYJ,2022,hc,Robert Saleh,wikipedia team-season page
NYJ,2023,oc,Nathaniel Hackett,wikipedia team-season page
NYJ,2023,dc,Jeff Ulbrich,wikipedia team-season page
NYJ,2023,hc,Robert Saleh,wikipedia team-season page
NYJ,2024,oc,Nathaniel Hackett,wikipedia team-season page
NYJ,2024,dc,Jeff Ulbrich,wikipedia team-season page
NYJ,2024,hc,Robert Saleh,wikipedia team-season page
NYJ,2025,oc,Tanner Engstrand,wikipedia team-season page
NYJ,2025,dc,Steve Wilks,wikipedia team-season page
NYJ,2025,hc,Aaron Glenn,wikipedia team-season page
PHI,2022,oc,Shane Steichen,wikipedia team-season page
PHI,2022,dc,Jonathan Gannon,wikipedia team-season page
PHI,2022,hc,Nick Sirianni,wikipedia team-season page
PHI,2023,oc,Brian Johnson,wikipedia team-season page
PHI,2023,dc,Sean Desai,wikipedia team-season page
PHI,2023,hc,Nick Sirianni,wikipedia team-season page
PHI,2024,oc,Kellen Moore,wikipedia team-season page
PHI,2024,dc,Vic Fangio,wikipedia team-season page
PHI,2024,hc,Nick Sirianni,wikipedia team-season page
PHI,2025,oc,Kevin Patullo,wikipedia team-season page
PHI,2025,dc,Vic Fangio,wikipedia team-season page
PHI,2025,hc,Nick Sirianni,wikipedia team-season page
PIT,2022,oc,Matt Canada,wikipedia team-season page
PIT,2022,dc,Teryl Austin,wikipedia team-season page
PIT,2022,hc,Mike Tomlin,wikipedia team-season page
PIT,2023,oc,Matt Canada,wikipedia team-season page
PIT,2023,dc,Teryl Austin,wikipedia team-season page
PIT,2023,hc,Mike Tomlin,wikipedia team-season page
PIT,2024,oc,Arthur Smith,wikipedia team-season page
PIT,2024,dc,Teryl Austin,wikipedia team-season page
PIT,2024,hc,Mike Tomlin,wikipedia team-season page
PIT,2025,oc,Arthur Smith,wikipedia team-season page
PIT,2025,dc,Teryl Austin,wikipedia team-season page
PIT,2025,hc,Mike Tomlin,wikipedia team-season page
SEA,2022,oc,Shane Waldron,wikipedia team-season page
SEA,2022,dc,Clint Hurtt,wikipedia team-season page
SEA,2022,hc,Pete Carroll,wikipedia team-season page
SEA,2023,oc,Shane Waldron,wikipedia team-season page
SEA,2023,dc,Clint Hurtt,wikipedia team-season page
SEA,2023,hc,Pete Carroll,wikipedia team-season page
SEA,2024,oc,Ryan Grubb,wikipedia team-season page
SEA,2024,dc,Aden Durde,wikipedia team-season page
SEA,2024,hc,Mike Macdonald,wikipedia team-season page
SEA,2025,oc,Klint Kubiak,wikipedia team-season page
SEA,2025,dc,Aden Durde,wikipedia team-season page
SEA,2025,hc,Mike Macdonald,wikipedia team-season page
SF,2022,oc,Kyle Shanahan,wikipedia team-season page
