event_id,league,season,date,team,opponent,home_away,points_allowed,pass_yds_allowed,rush_yds_allowed,total_yds_allowed,interceptions_forced,fumbles_forced,turnovers_forced
401415611,CFB,2022,2022-09-03,Navy Midshipmen,Delaware Blue Hens,home,14.0,189.0,13.0,202.0,0,1.0,1.0
401411100,CFB,2022,2022-09-03,Richmond Spiders,Virginia Cavaliers,away,34.0,246.0,259.0,505.0,1.0,1.0,2.0
401411100,CFB,2022,2022-09-03,Virginia Cavaliers,Richmond Spiders,home,17.0,160.0,170.0,330.0,0,0,0
401415209,CFB,2022,2022-09-03,Northern Iowa Panthers,Air Force Falcons,away,48.0,109.0,582.0,691.0,0,2.0,2.0
401415209,CFB,2022,2022-09-03,Air Force Falcons,Northern Iowa Panthers,home,17.0,286.0,119.0,405.0,1.0,1.0,2.0
401404057,CFB,2022,2022-09-03,Southeast Missouri State Redhawks,Iowa State Cyclones,away,42.0,293.0,176.0,469.0,1.0,0,1.0
401404057,CFB,2022,2022-09-03,Iowa State Cyclones,Southeast Missouri State Redhawks,home,10.0,222.0,98.0,320.0,1.0,0,1.0
401413214,CFB,2022,2022-09-03,Davidson Wildcats,Jacksonville State Gamecocks,away,35.0,158.0,158.0,316.0,1.0,0,1.0
401413214,CFB,2022,2022-09-03,Jacksonville State Gamecocks,Davidson Wildcats,home,17.0,57.0,233.0,290.0,0,3.0,3.0
401403971,CFB,2022,2022-09-03,Bowling Green Falcons,UCLA Bruins,away,45.0,357.0,269.0,626.0,1.0,1.0,2.0
401403971,CFB,2022,2022-09-03,UCLA Bruins,Bowling Green Falcons,home,17.0,125.0,37.0,162.0,0,1.0,1.0
401403855,CFB,2022,2022-09-03,Cincinnati Bearcats,Arkansas Razorbacks,away,31.0,223.0,224.0,447.0,0,1.0,1.0
401403855,CFB,2022,2022-09-03,Arkansas Razorbacks,Cincinnati Bearcats,home,24.0,325.0,113.0,438.0,1.0,1.0,2.0
401403858,CFB,2022,2022-09-03,Oregon Ducks,Georgia Bulldogs,away,49.0,439.0,132.0,571.0,0,0,0
401403858,CFB,2022,2022-09-03,Georgia Bulldogs,Oregon Ducks,home,3.0,173.0,140.0,313.0,2.0,0,2.0
401403967,CFB,2022,2022-09-03,Arizona Wildcats,San Diego State Aztecs,away,20.0,62.0,170.0,232.0,1.0,1.0,2.0
401403967,CFB,2022,2022-09-03,San Diego State Aztecs,Arizona Wildcats,home,38.0,299.0,162.0,461.0,1.0,1.0,2.0
401405063,CFB,2022,2022-09-03,North Dakota Fighting Hawks,Nebraska Cornhuskers,away,38.0,193.0,244.0,437.0,1.0,1.0,2.0
401405063,CFB,2022,2022-09-03,Nebraska Cornhuskers,North Dakota Fighting Hawks,home,17.0,131.0,175.0,306.0,0,1.0,1.0
401411097,CFB,2022,2022-09-03,Bethune-Cookman Wildcats,Miami Hurricanes,away,70.0,281.0,305.0,586.0,0,1.0,1.0
401411097,CFB,2022,2022-09-03,Miami Hurricanes,Bethune-Cookman Wildcats,home,13.0,249.0,93.0,342.0,3.0,0,3.0
401415015,CFB,2022,2022-09-03,Norfolk State Spartans,Marshall Thundering Herd,away,55.0,232.0,380.0,612.0,1.0,0,1.0
401415015,CFB,2022,2022-09-03,Marshall Thundering Herd,Norfolk State Spartans,home,3.0,84.0,19.0,103.0,1.0,0,1.0
401415211,CFB,2022,2022-09-03,Tulsa Golden Hurricane,Wyoming Cowboys,away,40.0,256.0,143.0,399.0,0,1.0,1.0
401415211,CFB,2022,2022-09-03,Wyoming Cowboys,Tulsa Golden Hurricane,home,37.0,460.0,61.0,521.0,0,2.0,2.0
401420836,CFB,2022,2022-09-03,Drake Bulldogs,North Dakota State Bison,away,56.0,112.0,274.0,386.0,0,0,0
401420836,CFB,2022,2022-09-03,North Dakota State Bison,Drake Bulldogs,home,14.0,115.0,104.0,219.0,1.0,1.0,2.0
401426541,CFB,2022,2022-09-03,UTEP Miners,Oklahoma Sooners,away,45.0,233.0,259.0,492.0,0,0,0
401426541,CFB,2022,2022-09-03,Oklahoma Sooners,UTEP Miners,home,13.0,288.0,28.0,316.0,1.0,0,1.0
401426542,CFB,2022,2022-09-03,Houston Cougars,UTSA Roadrunners,away,35.0,337.0,104.0,441.0,1.0,0,1.0
401426542,CFB,2022,2022-09-03,UTSA Roadrunners,Houston Cougars,home,37.0,206.0,138.0,344.0,0,1.0,1.0
401403860,CFB,2022,2022-09-03,Troy Trojans,Ole Miss Rebels,away,28.0,167.0,266.0,433.0,1.0,2.0,3.0
401403860,CFB,2022,2022-09-03,Ole Miss Rebels,Troy Trojans,home,10.0,286.0,60.0,346.0,1.0,1.0,2.0
401403968,CFB,2022,2022-09-03,UC Davis Aggies,California Golden Bears,away,34.0,268.0,147.0,415.0,1.0,0,1.0
401403968,CFB,2022,2022-09-03,California Golden Bears,UC Davis Aggies,home,13.0,242.0,145.0,387.0,2.0,0,2.0
401415612,CFB,2022,2022-09-03,BYU Cougars,South Florida Bulls,away,21.0,172.0,121.0,293.0,1.0,0,1.0
401415612,CFB,2022,2022-09-03,South Florida Bulls,BYU Cougars,home,50.0,261.0,314.0,575.0,1.0,0,1.0
401421116,CFB,2022,2022-09-03,Nicholls Colonels,South Alabama Jaguars,away,48.0,332.0,176.0,508.0,0,0,0
401421116,CFB,2022,2022-09-03,South Alabama Jaguars,Nicholls Colonels,home,7.0,106.0,59.0,165.0,1.0,1.0,2.0
401415212,CFB,2022,2022-09-03,Texas State Bobcats,Nevada Wolf Pack,away,38.0,144.0,134.0,278.0,0,0,0
401415212,CFB,2022,2022-09-03,Nevada Wolf Pack,Texas State Bobcats,home,14.0,293.0,-11.0,282.0,2.0,2.0,4.0
401420777,CFB,2022,2022-09-03,Morgan State Bears,Georgia Southern Eagles,away,59.0,367.0,137.0,504.0,1.0,0,1.0
401420777,CFB,2022,2022-09-03,Georgia Southern Eagles,Morgan State Bears,home,7.0,78.0,172.0,250.0,3.0,0,3.0
401426536,CFB,2022,2022-09-03,Florida Atlantic Owls,Ohio Bobcats,away,41.0,345.0,131.0,476.0,0,0,0
401426536,CFB,2022,2022-09-03,Ohio Bobcats,Florida Atlantic Owls,home,38.0,364.0,114.0,478.0,0,2.0,2.0
401426538,CFB,2022,2022-09-03,Middle Tennessee Blue Raiders,James Madison Dukes,away,44.0,287.0,261.0,548.0,0,0,0
401426538,CFB,2022,2022-09-03,James Madison Dukes,Middle Tennessee Blue Raiders,home,7.0,107.0,12.0,119.0,0,1.0,1.0
401426540,CFB,2022,2022-09-03,Rice Owls,USC Trojans,away,66.0,330.0,208.0,538.0,0,0,0
401426540,CFB,2022,2022-09-03,USC Trojans,Rice Owls,home,14.0,134.0,146.0,280.0,4.0,0,4.0
401403856,CFB,2022,2022-09-03,Mercer Bears,Auburn Tigers,away,42.0,212.0,285.0,497.0,2.0,0,2.0
401403856,CFB,2022,2022-09-03,Auburn Tigers,Mercer Bears,home,16.0,197.0,74.0,271.0,0,0,0
401403857,CFB,2022,2022-09-03,Utah Utes,Florida Gators,away,29.0,168.0,283.0,451.0,0,1.0,1.0
401403857,CFB,2022,2022-09-03,Florida Gators,Utah Utes,home,26.0,216.0,230.0,446.0,1.0,0,1.0
401403859,CFB,2022,2022-09-03,Miami (OH) RedHawks,Kentucky Wildcats,away,37.0,303.0,50.0,353.0,1.0,0,1.0
401403859,CFB,2022,2022-09-03,Kentucky Wildcats,Miami (OH) RedHawks,home,13.0,179.0,111.0,290.0,0,1.0,1.0
401403866,CFB,2022,2022-09-03,Elon Phoenix,Vanderbilt Commodores,away,42.0,245.0,179.0,424.0,0,0,0
401403866,CFB,2022,2022-09-03,Vanderbilt Commodores,Elon Phoenix,home,31.0,343.0,152.0,495.0,0,1.0,1.0
401404056,CFB,2022,2022-09-03,South Dakota Coyotes,Kansas State Wildcats,away,34.0,95.0,297.0,392.0,0,0,0
401404056,CFB,2022,2022-09-03,Kansas State Wildcats,South Dakota Coyotes,home,0.0,139.0,131.0,270.0,1.0,0,1.0
401404134,CFB,2022,2022-09-03,Army Black Knights,Coastal Carolina Chanticleers,away,38.0,174.0,263.0,437.0,0,0,0
401404134,CFB,2022,2022-09-03,Coastal Carolina Chanticleers,Army Black Knights,home,28.0,142.0,202.0,344.0,1.0,0,1.0
401404157,CFB,2022,2022-09-03,Liberty Flames,Southern Miss Golden Eagles,away,27.0,137.0,252.0,389.0,3.0,2.0,5.0
401404157,CFB,2022,2022-09-03,Southern Miss Golden Eagles,Liberty Flames,home,29.0,203.0,244.0,447.0,3.0,0,3.0
401405065,CFB,2022,2022-09-03,Illinois State Redbirds,Wisconsin Badgers,away,38.0,219.0,221.0,440.0,0,0,0
401405065,CFB,2022,2022-09-03,Wisconsin Badgers,Illinois State Redbirds,home,0.0,186.0,57.0,243.0,2.0,0,2.0
401414778,CFB,2022,2022-09-03,Massachusetts Minutemen,Tulane Green Wave,away,42.0,173.0,196.0,369.0,0,1.0,1.0
401414778,CFB,2022,2022-09-03,Tulane Green Wave,Massachusetts Minutemen,home,10.0,17.0,206.0,223.0,3.0,0,3.0
401421121,CFB,2022,2022-09-03,SE Louisiana Lions,Louisiana Ragin' Cajuns,away,24.0,241.0,133.0,374.0,0,0,0
401421121,CFB,2022,2022-09-03,Louisiana Ragin' Cajuns,SE Louisiana Lions,home,7.0,149.0,111.0,260.0,2.0,0,2.0
401424416,CFB,2022,2022-09-03,Albany Great Danes,Baylor Bears,away,69.0,314.0,259.0,573.0,0,0,0
401424416,CFB,2022,2022-09-03,Baylor Bears,Albany Great Danes,home,10.0,150.0,87.0,237.0,0,1.0,1.0
401425418,CFB,2022,2022-09-03,Grambling Tigers,Arkansas State Red Wolves,away,58.0,233.0,339.0,572.0,0,0,0
401425418,CFB,2022,2022-09-03,Arkansas State Red Wolves,Grambling Tigers,home,3.0,52.0,50.0,102.0,1.0,0,1.0
401403854,CFB,2022,2022-09-03,Utah State Aggies,Alabama Crimson Tide,away,55.0,281.0,278.0,559.0,1.0,0,1.0
401403854,CFB,2022,2022-09-03,Alabama Crimson Tide,Utah State Aggies,home,0.0,57.0,79.0,136.0,0,0,0
401403861,CFB,2022,2022-09-03,Memphis Tigers,Mississippi State Bulldogs,away,49.0,450.0,97.0,547.0,1.0,1.0,2.0
401403861,CFB,2022,2022-09-03,Mississippi State Bulldogs,Memphis Tigers,home,23.0,165.0,129.0,294.0,0,1.0,1.0
401403863,CFB,2022,2022-09-03,Georgia State Panthers,South Carolina Gamecocks,away,35.0,227.0,79.0,306.0,2.0,0,2.0
401403863,CFB,2022,2022-09-03,South Carolina Gamecocks,Georgia State Panthers,home,14.0,111.0,200.0,311.0,1.0,0,1.0
401404124,CFB,2022,2022-09-03,Notre Dame Fighting Irish,Ohio State Buckeyes,away,21.0,223.0,172.0,395.0,0,0,0
401404124,CFB,2022,2022-09-03,Ohio State Buckeyes,Notre Dame Fighting Irish,home,10.0,177.0,76.0,253.0,0,0,0
401426539,CFB,2022,2022-09-03,SMU Mustangs,North Texas Mean Green,away,10.0,220.0,202.0,422.0,2.0,1.0,3.0
401426539,CFB,2022,2022-09-03,North Texas Mean Green,SMU Mustangs,home,48.0,426.0,150.0,576.0,0,2.0,2.0
401403970,CFB,2022,2022-09-04,Colgate Raiders,Stanford Cardinal,away,41.0,328.0,169.0,497.0,1.0,2.0,3.0
401403970,CFB,2022,2022-09-04,Stanford Cardinal,Colgate Raiders,home,10.0,59.0,159.0,218.0,1.0,0,1.0
401404055,CFB,2022,2022-09-04,Murray State Racers,Texas Tech Red Raiders,away,63.0,472.0,133.0,605.0,1.0,0,1.0
401404055,CFB,2022,2022-09-04,Texas Tech Red Raiders,Murray State Racers,home,10.0,208.0,50.0,258.0,0,0,0
401404059,CFB,2022,2022-09-04,UL Monroe Warhawks,Texas Longhorns,away,52.0,249.0,134.0,383.0,1.0,0,1.0
401404059,CFB,2022,2022-09-04,Texas Longhorns,UL Monroe Warhawks,home,10.0,167.0,92.0,259.0,1.0,0,1.0
401411099,CFB,2022,2022-09-04,Louisville Cardinals,Syracuse Orange,away,31.0,241.0,208.0,449.0,0,0,0
401411099,CFB,2022,2022-09-04,Syracuse Orange,Louisville Cardinals,home,7.0,197.0,137.0,334.0,2.0,1.0,3.0
401415210,CFB,2022,2022-09-04,Maine Black Bears,New Mexico Lobos,away,41.0,170.0,267.0,437.0,2.0,0,2.0
401415210,CFB,2022,2022-09-04,New Mexico Lobos,Maine Black Bears,home,0.0,96.0,22.0,118.0,1.0,1.0,2.0
401403974,CFB,2022,2022-09-04,Idaho Vandals,Washington State Cougars,away,24.0,228.0,138.0,366.0,0,3.0,3.0
401403974,CFB,2022,2022-09-04,Washington State Cougars,Idaho Vandals,home,17.0,212.0,61.0,273.0,2.0,0,2.0
401403969,CFB,2022,2022-09-04,Boise State Broncos,Oregon State Beavers,away,34.0,292.0,178.0,470.0,2.0,1.0,3.0
401403969,CFB,2022,2022-09-04,Oregon State Beavers,Boise State Broncos,home,17.0,185.0,126.0,311.0,3.0,2.0,5.0
401403973,CFB,2022,2022-09-04,Kent State Golden Flashes,Washington Huskies,away,45.0,393.0,132.0,525.0,0,1.0,1.0
401403973,CFB,2022,2022-09-04,Washington Huskies,Kent State Golden Flashes,home,20.0,193.0,147.0,340.0,3.0,0,3.0
401420855,CFB,2022,2022-09-04,Utah Tech Trailblazers,Sacramento State Hornets,away,56.0,211.0,378.0,589.0,0,1.0,1.0
401420855,CFB,2022,2022-09-04,Sacramento State Hornets,Utah Tech Trailblazers,home,33.0,506.0,73.0,579.0,3.0,0,3.0
401426543,CFB,2022,2022-09-04,Western Kentucky Hilltoppers,Hawai'i Rainbow Warriors,away,17.0,266.0,94.0,360.0,5.0,1.0,6.0
401426543,CFB,2022,2022-09-04,Hawai'i Rainbow Warriors,Western Kentucky Hilltoppers,home,49.0,271.0,141.0,412.0,1.0,1.0,2.0
401403867,CFB,2022,2022-09-04,Florida State Seminoles,LSU Tigers,away,23.0,209.0,139.0,348.0,0,2.0,2.0
401403867,CFB,2022,2022-09-04,LSU Tigers,Florida State Seminoles,home,24.0,260.0,132.0,392.0,0,1.0,1.0
401411101,CFB,2022,2022-09-06,Clemson Tigers,Georgia Tech Yellow Jackets,away,10.0,164.0,73.0,237.0,1.0,0,1.0
401411101,CFB,2022,2022-09-06,Georgia Tech Yellow Jackets,Clemson Tigers,home,41.0,259.0,119.0,378.0,0,1.0,1.0
401420807,CFB,2022,2022-09-09,UT Martin Skyhawks,Missouri State Bears,away,35.0,297.0,139.0,436.0,0,0,0
401420807,CFB,2022,2022-09-09,Missouri State Bears,UT Martin Skyhawks,home,30.0,344.0,85.0,429.0,0,0,0
401415613,CFB,2022,2022-09-09,Louisville Cardinals,UCF Knights,away,14.0,131.0,208.0,339.0,1.0,0,1.0
401415613,CFB,2022,2022-09-09,UCF Knights,Louisville Cardinals,home,20.0,201.0,226.0,427.0,0,1.0,1.0
401415214,CFB,2022,2022-09-10,Boise State Broncos,New Mexico Lobos,away,14.0,98.0,25.0,123.0,0,0,0
